time,accel_x,accel_y,accel_z,accel_uni,strain
0.0,0.4,-0.4,-0.3,,1.78
0.009819999999990614,0.4,-0.4,-0.3,,1.78
0.019630000000006476,0.1,-0.6,-0.2,0.4,
0.02943999999990865,0.1,-0.6,-0.2,,2.69
0.03926000000001295,-0.3,0.3,-0.1,,1.18
0.049069999999915126,-0.3,0.3,-0.1,3.6,
0.05887999999993099,-0.5,-0.5,0.0,,1.27
0.0686999999999216,-0.5,-0.5,0.0,,1.27
0.07841999999993732,0.3,-0.4,0.9,,1.37
0.08823999999992793,0.3,-0.4,0.9,,1.37
0.0980499999999438,-0.2,0.5,-0.6,,2.28
0.10785999999995965,-0.2,0.5,-0.6,,2.28
0.11767999999995027,-0.6,-0.2,1.2,,1.55
0.12748999999996613,-0.6,-0.2,1.2,,1.55
0.137299999999982,-0.5,0.7,-0.1,,1.96
0.1471199999999726,-0.5,0.7,-0.1,0.2,
0.15692999999998847,1.4,0.2,0.3,-3.8,
0.16674000000000433,1.4,0.2,0.3,,2.6
0.17655999999999494,0.7,-0.5,0.0,3.6,
0.1863700000000108,0.7,-0.5,0.0,,1.18
0.19610000000000127,0.7,-0.5,0.0,,2.6
0.20590999999990345,-0.8,-0.1,-0.3,,2.6
0.21573000000000775,-0.8,-0.1,-0.3,,2.6
0.22553999999990992,0.7,-0.3,0.5,-0.6,
0.23534999999992579,0.7,-0.3,0.5,,1.69
0.2451699999999164,0.8,0.3,0.0,,2.01
0.25497999999993226,0.8,0.3,0.0,,2.01
0.2647899999999481,0.5,0.8,-1.4,,2.28
0.27460999999993874,0.5,0.8,-1.4,,2.28
0.2844199999999546,-0.2,-1.6,0.0,-6.0,
0.29422999999997046,-0.2,-1.6,0.0,,1.64
0.3040499999999611,-0.4,-0.5,1.1,,1.37
0.31385999999997694,-0.4,-0.5,1.1,2.2,
0.3236699999999928,0.2,-1.1,-0.2,,1.96
0.33339999999998327,0.2,-1.1,-0.2,,1.96
0.3432099999999991,-0.7,-0.5,-0.2,4.6,
0.35302999999998974,-0.7,-0.5,-0.2,,1.55
0.3628400000000056,-0.5,1.4,-0.4,,1.37
0.3726499999999078,-0.5,1.4,-0.4,-3.4,
0.3824700000000121,0.7,-0.2,0.5,,1.0
0.39227999999991425,0.7,-0.2,0.5,,1.0
0.4020899999999301,0.7,-0.2,0.5,,1.27
0.41190999999992073,-0.4,0.2,-0.1,,1.27
0.4217199999999366,-0.4,0.2,-0.1,,1.27
0.43152999999995245,0.5,0.4,0.1,,1.05
0.4412599999999429,0.5,0.4,0.1,1.6,
0.45107999999993353,0.5,0.4,-0.1,,2.28
0.4608899999999494,0.5,0.4,-0.1,,2.28
0.47069999999996526,0.4,0.2,0.3,,2.74
0.48051999999995587,0.4,0.2,0.3,,2.74
0.49032999999997173,0.8,0.6,1.2,,2.28
0.5001399999999876,0.8,0.6,1.2,0.4,
0.5099599999999782,0.1,-1.4,0.7,,1.0
0.5197699999999941,0.1,-1.4,0.7,,1.0
0.5295800000000099,0.1,-0.2,0.1,,1.69
0.5394000000000005,0.1,-0.2,0.1,,1.69
0.5491199999999026,0.3,0.5,0.1,,1.37
0.5589400000000069,0.3,0.5,0.1,,1.37
0.568749999999909,-0.2,-0.3,0.2,,2.6
0.5785599999999249,-0.2,-0.3,0.2,,2.6
0.5883799999999155,-0.2,-0.3,0.2,,2.6
0.5981899999999314,-0.7,0.4,0.0,,2.6
0.6079999999999472,-0.7,0.4,0.0,,2.6
0.6178199999999379,0.4,-0.4,-0.1,,1.73
0.6276299999999537,0.4,-0.4,-0.1,,1.73
0.6374399999999696,0.1,0.3,-0.1,,1.96
0.6472599999999602,0.1,0.3,-0.1,,1.96
0.6570699999999761,1.3,0.3,0.5,,2.74
0.6668799999999919,1.3,0.3,0.5,,2.74
0.6766099999999824,1.0,-0.6,0.2,,2.6
0.6864199999999983,1.0,-0.6,0.2,,2.6
0.6962399999999889,0.3,0.0,-0.3,3.8,
